City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,great falls,47.5002,-111.3008,65.41,25,0,19.57,US,1706826816
296,turochak,52.2576,87.1224,4.12,99,100,3.49,RU,1706826898
297,bardai,11.65,7.2333,66.92,18,26,11.21,NG,1706826898
298,sinabang,2.4803,96.3801,80.71,81,91,3.8,ID,1706826899
299,daphne,30.6035,-87.9036,61.36,62,0,6.91,US,1706826899
300,karoi,-16.8099,29.6925,62.55,91,77,3.6,ZW,1706826899
301,gustavsberg,59.3268,18.3898,32.99,69,31,12.53,SE,1706826627
302,shimoda,34.6667,138.95,39.11,71,87,15.37,JP,1706826819
303,mitu,1.1983,-70.1733,76.41,94,97,1.01,CO,1706826900
304,dunedin,-45.8742,170.5036,54.81,93,100,3.0,NZ,1706826691
305,sabang,5.8933,95.3214,81.18,78,94,9.55,ID,1706826900
306,naze,28.3667,129.4833,65.32,88,92,6.89,JP,1706826900
307,helena,46.5927,-112.0361,57.16,52,0,0.0,US,1706826900
308,emerald,-23.5333,148.1667,80.35,77,9,5.57,AU,1706826901
309,huarmey,-10.0681,-78.1522,76.35,81,100,6.91,PE,1706826901
310,phayakkhaphum phisai,15.5163,103.1937,77.56,56,2,2.39,TH,1706826901
311,airway heights,47.6446,-117.5933,46.06,82,100,8.05,US,1706826901
312,chesapeake beach,38.6862,-76.5347,52.75,73,40,8.01,US,1706826901
313,yaren,-0.5472,166.916,83.88,74,98,10.98,NR,1706826901
314,hami,42.8,93.45,22.87,52,5,4.54,CN,1706826902
315,cervantes,-39.05,-67.3833,97.79,15,26,3.58,AR,1706826902
316,agapovka,53.2973,59.1348,7.81,100,100,4.12,RU,1706826796
317,vikindu,-7.0067,39.2985,76.32,89,100,2.95,TZ,1706826902
318,san,13.3034,-4.8956,79.16,16,76,10.13,ML,1706826903
319,nagqu,31.5,92.0,7.81,77,100,8.48,CN,1706826903
320,timmins,48.4669,-81.3331,17.42,86,100,16.11,CA,1706826888
321,puerto colombia,10.9878,-74.9547,82.49,84,54,19.15,CO,1706826903
322,trinity beach,-16.7888,145.6968,83.01,96,75,3.44,AU,1706826904
323,kenai,60.5544,-151.2583,-3.91,92,100,4.61,US,1706826904
324,morant bay,17.8815,-76.4093,83.82,80,70,8.99,JM,1706826904
325,york,40.1254,-77.0,48.45,64,82,5.57,US,1706826840
326,gizo,-8.103,156.8419,83.88,77,64,7.81,SB,1706826905
327,jayapura,-2.5333,140.7,78.19,83,100,4.97,ID,1706826905
328,tosontsengel,48.7567,98.2839,-23.24,98,50,0.16,MN,1706826905
329,flin flon,54.7682,-101.865,22.84,93,100,9.22,CA,1706826905
330,sept-iles,50.2001,-66.3821,14.05,52,100,8.05,CA,1706826902
331,xai-xai,-25.0519,33.6442,74.88,78,3,9.08,MZ,1706826906
332,livadiya,42.8692,132.6764,7.93,55,46,8.48,RU,1706826906
333,chonchi,-42.6128,-73.8092,71.11,71,100,2.1,CL,1706826906
334,mendi,-6.1761,143.6513,61.02,92,100,2.04,PG,1706826906
335,thunder bay,48.4001,-89.3168,28.38,64,40,4.61,CA,1706826907
336,callao,-12.0667,-77.15,82.69,61,40,11.5,PE,1706826907
337,la sierpe,2.8518,-77.6155,80.37,86,81,2.08,CO,1706826907
338,pauini,-7.7136,-66.9764,77.61,87,94,3.51,BR,1706826907
339,natagaima,3.6206,-75.0941,91.15,48,69,5.86,CO,1706826908
340,cooma,-36.2333,149.1333,70.68,42,0,3.91,AU,1706826908
341,vanino,49.0869,140.2543,-5.08,74,84,7.54,RU,1706826908
342,kharp,66.8014,65.8081,4.08,97,100,1.77,RU,1706826908
343,laminusa,5.5549,120.9136,80.04,80,100,4.5,PH,1706826908
344,east london,-33.0153,27.9116,75.15,82,61,17.74,ZA,1706826909
345,bamboo flat,11.7,92.7167,77.09,94,20,2.3,IN,1706826909
346,brasileia,-11.0161,-68.7481,88.25,70,75,6.91,BR,1706826909
347,los andes,-32.8337,-70.5983,86.02,23,0,8.84,CL,1706826909
348,balikpapan,-1.2675,116.8289,74.39,100,20,0.0,ID,1706826910
349,katsuren-haebaru,26.3369,127.8719,72.37,89,20,5.75,JP,1706826910
350,the bottom,17.6259,-63.2492,77.13,73,1,7.87,BQ,1706826910
351,dapa,9.7594,126.0531,78.87,84,100,9.24,PH,1706826910
352,zhanaozen,43.3,52.8,30.38,86,92,10.42,KZ,1706826910
353,madang,-5.2246,145.7966,81.68,80,97,5.23,PG,1706826911
354,wongsorejo,-7.9908,114.4009,78.53,87,96,4.16,ID,1706826911
355,port hueneme,34.1478,-119.1951,63.54,75,40,12.66,US,1706826911
356,tazacorte,28.629,-17.9293,71.15,35,0,8.99,ES,1706826911
357,boguchany,58.3814,97.4531,-18.15,100,83,1.99,RU,1706826911
358,fortuna,40.5982,-124.1573,56.35,91,75,12.66,US,1706826912
359,wynyard,-41.0,145.7167,60.39,52,34,15.95,AU,1706826912
360,poso,-1.3959,120.7524,78.55,82,81,3.4,ID,1706826912
361,papao,-17.75,-149.55,87.48,76,48,13.4,PF,1706826912
362,manokwari,-0.8667,134.0833,79.52,79,99,3.78,ID,1706826913
363,tanumah,27.1,44.1333,49.64,37,2,10.33,SA,1706826913
364,ciudad lazaro cardenas,17.9583,-102.2,81.75,67,98,5.61,MX,1706826780
365,fort bragg,35.139,-79.006,57.34,54,0,9.22,US,1706826913
366,bafoulabe,13.8065,-10.8321,85.57,12,100,8.48,ML,1706826914
367,sao gabriel da cachoeira,-0.1303,-67.0892,76.91,96,77,2.73,BR,1706826914
368,palia kalan,28.45,80.5833,50.59,80,0,5.61,IN,1706826914
369,barabai,-2.5833,115.3833,75.25,97,97,0.85,ID,1706826914
370,yen vinh,18.6667,105.6667,70.23,93,68,2.15,VN,1706826914
371,cannonvale,-20.2833,148.7,83.59,73,97,13.73,AU,1706826915
372,rikaze,29.25,88.8833,21.47,47,0,4.03,CN,1706826915
373,nova sintra,14.8667,-24.7167,70.25,69,83,11.99,CV,1706826915
374,kolonia town,6.964,158.206,84.31,83,100,16.11,FM,1706826916
375,koshki,54.2091,50.4677,26.46,96,100,11.01,RU,1706826916
376,kavaratti,10.5669,72.642,81.18,67,100,10.98,IN,1706826916
377,taylorville,39.5489,-89.2945,58.26,76,0,6.91,US,1706826737
378,ketchikan,55.3422,-131.6461,48.18,93,100,3.44,US,1706826917
379,gebeit,21.0667,36.3167,49.19,27,1,6.33,SD,1706826917
380,shizunai-furukawacho,42.3339,142.3669,23.56,74,97,15.59,JP,1706826917
381,zaozersk,69.4005,32.4476,28.96,90,100,33.6,RU,1706826917
382,magalia,39.8121,-121.5783,53.15,81,50,4.0,US,1706826917
383,holdrege,40.4403,-99.3698,53.51,67,0,5.75,US,1706826918
384,narra,9.3167,118.4,76.37,82,19,9.46,PH,1706826918
385,ixtapa,20.7,-105.2,80.22,74,20,9.22,MX,1706826918
386,mahibadhoo,3.7833,72.9667,81.48,77,45,10.51,MV,1706826918
387,zholymbet,51.7433,71.7122,9.36,98,99,4.45,KZ,1706826918
388,carauari,-4.8828,-66.8958,77.2,92,100,3.06,BR,1706826919
389,angarsk,52.5367,103.8864,-15.3,100,53,2.48,RU,1706826919
390,lupane,-18.9315,27.807,64.22,80,35,5.55,ZW,1706826919
391,mishkino,55.3389,63.9175,-5.21,100,100,4.59,RU,1706826919
392,mamers,48.3333,0.25,47.26,90,95,2.24,FR,1706826920
393,selebi-phikwe,-21.979,27.8498,67.73,64,75,4.81,BW,1706826920
394,saint-paul,-21.0096,55.2707,78.91,88,67,2.01,RE,1706826920
395,grand-popo,6.2804,1.8225,81.86,81,45,7.78,BJ,1706826920
396,vila velha,-20.3297,-40.2925,78.94,89,40,10.36,BR,1706826920
397,nema,57.5067,50.5011,17.92,95,97,9.06,RU,1706826921
398,itabaianinha,-11.2739,-37.79,76.06,85,1,6.31,BR,1706826921
399,stuttgart,48.7823,9.177,43.84,91,0,4.61,DE,1706826905
400,makungu,-8.7333,35.2833,63.27,99,100,1.7,TZ,1706826921
401,nizhnesortymskiy,62.4397,71.7603,-1.79,100,94,9.86,RU,1706826921
402,verkhniy baskunchak,48.2256,46.7217,31.19,90,100,13.82,RU,1706826922
403,vilyuchinsk,52.9306,158.4028,7.07,91,100,7.78,RU,1706826922
404,giddarbaha,30.2,74.6667,49.78,96,2,6.4,IN,1706826922
405,kone,-21.0595,164.8658,77.16,92,100,4.59,NC,1706826922
406,coahuayana de hidalgo,18.7,-103.6583,84.16,59,14,5.46,MX,1706826922
407,east porterville,36.0574,-118.9757,60.19,67,75,8.05,US,1706826923
408,dezhou,37.4486,116.2925,19.89,48,2,4.38,CN,1706826923
409,gilgit,35.9221,74.3087,26.53,71,66,2.59,PK,1706826923
410,lijiang,26.8688,100.2207,27.01,77,2,5.19,CN,1706826923
411,macapa,0.0389,-51.0664,85.98,66,40,9.22,BR,1706826924
412,nuuk,64.1835,-51.7216,7.41,85,100,11.5,GL,1706826660
413,tobruk,32.0836,23.9764,55.38,58,73,10.31,LY,1706826924
414,peniche,39.3558,-9.3811,55.11,85,10,5.61,PT,1706826924
415,cabo san lucas,22.8909,-109.9124,84.51,51,0,10.36,MX,1706826713
416,corner brook,48.9667,-57.9484,21.36,97,100,1.32,CA,1706826925
417,seven pagodas,12.6264,80.1722,78.85,81,93,4.0,IN,1706826925
418,beitbridge,-22.2167,30.0,73.74,66,17,13.87,ZW,1706826925
419,balqash,46.8481,74.995,20.73,89,100,19.84,KZ,1706826926
420,taft,31.7471,54.2088,39.15,45,40,2.3,IR,1706826926
421,hovd,48.0056,91.6419,-6.7,93,94,1.16,MN,1706826926
422,miguel ahumada,30.6167,-106.5167,73.38,21,1,6.51,MX,1706826926
423,villa mercedes,-33.6757,-65.4578,96.62,20,33,10.18,AR,1706826926
424,kashgar,39.4547,75.9797,25.81,86,40,4.47,CN,1706826926
425,lorengau,-2.0226,147.2712,84.24,73,81,9.08,PG,1706826927
426,kyshtovka,56.555,76.6271,-0.65,99,88,5.99,RU,1706826927
427,brisas de zicatela,15.8369,-97.0419,84.72,70,75,5.75,MX,1706826927
428,ruteng,-8.6136,120.4721,65.21,80,39,0.85,ID,1706826927
429,tabora,-5.0167,32.8,64.11,96,100,2.46,TZ,1706826927
430,santarem,-2.4431,-54.7083,84.33,84,20,4.61,BR,1706826928
431,pandan,14.0453,124.1694,76.55,84,65,9.13,PH,1706826928
432,tavda,58.0425,65.2726,-4.31,100,100,4.0,RU,1706826928
433,skiathos,39.1623,23.4909,45.97,47,2,6.11,GR,1706826856
434,polygyros,40.3744,23.4383,40.6,44,6,3.85,GR,1706826928
435,kananga,-5.8958,22.4178,68.68,86,100,3.06,CD,1706826929
436,sarupathar,26.1984,93.8094,55.06,93,38,2.3,IN,1706826929
437,ubinskoye,55.3068,79.6802,13.8,96,99,8.21,RU,1706826929
438,springbok,-29.6643,17.8865,78.08,46,48,5.26,ZA,1706826929
439,whitehorse,60.7161,-135.0538,4.01,54,100,10.36,CA,1706826929
440,kyzyl-mazhalyk,51.1333,90.6,-14.1,95,89,1.01,RU,1706826930
441,usinsk,65.9939,57.5281,17.08,95,55,17.0,RU,1706826930
442,bahia honda,22.9036,-83.1592,68.13,70,33,7.63,CU,1706826930
443,palikir - national government center,6.9248,158.1611,83.25,83,100,16.11,FM,1706826755
444,baotou,40.6522,109.8222,11.91,88,78,3.76,CN,1706826930
445,lucea,18.451,-78.1736,76.86,68,100,11.9,JM,1706826931
446,al bawiti,28.3492,28.8659,51.96,54,90,7.96,EG,1706826931
447,xining,36.6167,101.7667,22.23,95,100,1.92,CN,1706826931
448,santa rosa,14.3122,121.1114,77.11,92,60,7.0,PH,1706826931
449,sovetskaya gavan',48.9723,140.2878,-4.9,76,80,8.86,RU,1706826932
450,orkney,-26.9802,26.6727,71.92,38,60,5.44,ZA,1706826932
451,padang,-0.9492,100.3543,78.85,87,100,3.96,ID,1706826932
452,taulaga,-11.0553,-171.0883,84.0,77,88,20.27,AS,1706826932
453,trairi,-3.2778,-39.2689,80.42,79,34,9.4,BR,1706826705
454,tadine,-21.55,167.8833,81.28,77,74,9.33,NC,1706826933
455,williams lake,52.1415,-122.1445,51.37,66,100,14.97,CA,1706826933
456,launceston,-41.45,147.1667,64.35,36,1,12.66,AU,1706826933
457,funafuti,-8.5243,179.1942,84.2,89,75,13.8,TV,1706826856
458,shantobe,52.4581,68.1839,7.39,96,100,4.38,KZ,1706826933
459,wangaratta,-36.3667,146.3333,69.48,64,0,10.45,AU,1706826934
460,harper,4.375,-7.7169,81.36,78,42,7.14,LR,1706826934
461,hilo,19.7297,-155.09,86.29,71,100,8.05,US,1706826934
462,kruisfontein,-34.0033,24.7314,65.88,95,90,6.04,ZA,1706826934
463,saint-pierre,-21.3393,55.4781,78.48,83,100,20.71,RE,1706826935
464,lerwick,60.1545,-1.1494,46.4,96,100,28.1,GB,1706826935
465,rudnyy,52.9594,63.1206,3.43,100,100,4.99,KZ,1706826935
466,trincomalee,8.5711,81.2335,80.04,82,55,5.84,LK,1706826935
467,labytnangi,66.6572,66.4183,4.55,97,100,5.37,RU,1706826740
468,uliastay,47.7417,96.8444,-6.05,67,13,6.85,MN,1706826936
469,amarante do maranhao,-5.5667,-46.7422,75.06,95,96,2.57,BR,1706826936
470,porto murtinho,-21.6989,-57.8825,88.43,36,49,0.87,BR,1706826936
471,acarau,-2.8856,-40.12,81.52,79,96,14.88,BR,1706826936
472,joshimath,30.5667,79.5667,28.26,80,79,6.67,IN,1706826937
473,kurchatov,51.6601,35.6521,37.42,98,100,14.88,RU,1706826937
474,ntui,4.45,11.6333,73.4,83,41,5.7,CM,1706826937
475,haiku-pauwela,20.9219,-156.3051,78.82,70,40,8.05,US,1706826937
476,vilyuysk,63.7553,121.6247,-21.21,100,100,4.36,RU,1706826937
477,yatou,37.15,122.3833,23.25,59,77,13.49,CN,1706826938
478,lazaro cardenas,17.9583,-102.2,81.75,67,98,5.61,MX,1706826704
479,wuchuan,21.4571,110.7659,66.67,97,41,10.69,CN,1706826938
480,bodden town,19.2833,-81.25,75.2,68,20,9.22,KY,1706826938
481,port macquarie,-31.4333,152.9167,85.89,56,1,1.34,AU,1706826669
482,tyukhtet,56.5389,89.3011,2.23,99,81,4.27,RU,1706826939
483,junin,-34.5838,-60.9433,93.92,18,2,8.19,AR,1706826939
484,toliara,-23.35,43.6667,80.24,67,95,8.14,MG,1706826939
485,tual,-5.6667,132.75,83.61,79,99,17.47,ID,1706826939
486,mournies,35.4764,24.0092,48.83,87,20,0.0,GR,1706826940
487,sultanah,24.4926,39.5857,55.85,44,40,12.66,SA,1706826845
488,mana,5.6592,-53.7767,77.25,78,100,7.27,GF,1706826940
489,kavieng,-2.5744,150.7967,83.07,77,100,6.2,PG,1706826940
490,port saint john's,-31.6229,29.5448,75.0,82,95,15.01,ZA,1706826940
491,wanlaweyn,2.6185,44.8938,77.68,83,89,9.4,SO,1706826941
492,azangaro,-14.9167,-70.2167,52.52,75,94,0.58,PE,1706826941
493,aitape,-3.1374,142.3475,81.14,82,100,6.85,PG,1706826941
494,santana,-0.0583,-51.1817,86.18,66,40,9.22,BR,1706826941
495,hauterive,46.0901,3.4459,48.96,98,100,4.5,FR,1706826942
496,portland,45.5234,-122.6762,62.64,54,40,13.8,US,1706826776
497,touros,-5.1989,-35.4608,81.05,71,15,13.02,BR,1706826942
498,nadym,65.5333,72.5167,11.41,91,100,18.84,RU,1706826942
499,aban,56.67,96.06,-1.17,98,99,3.94,RU,1706826942
500,mahina,-17.5065,-149.489,87.57,66,20,19.57,PF,1706826668
501,tsengel,49.4783,100.8894,-11.72,92,11,5.21,MN,1706826943
502,batangafo,7.3008,18.2833,74.89,21,95,2.66,CF,1706826943
503,mokhsogollokh,61.4681,128.9203,-23.78,97,65,6.87,RU,1706826943
504,esquel,-42.9,-71.3167,71.87,37,95,11.03,AR,1706826943
505,al mishkhab,31.8042,44.4911,48.31,71,99,12.37,IQ,1706826943
506,fall river,41.7015,-71.1551,42.42,84,100,11.5,US,1706826734
507,laojunmiao,39.8333,97.7333,13.35,64,97,7.92,CN,1706826944
508,ceeldheer,3.8488,47.1806,77.7,81,100,9.57,SO,1706826944
509,marshfield,44.6689,-90.1718,43.68,61,0,12.66,US,1706826944
510,aykhal,66.0,111.5,-17.68,85,86,6.76,RU,1706826944
511,kargopol',61.5071,38.9456,29.21,93,99,9.69,RU,1706826944
512,franceville,-1.6333,13.5836,75.42,79,83,2.86,GA,1706826945
513,noosa heads,-26.3833,153.15,82.11,69,36,8.95,AU,1706826945
514,horta,38.5333,-28.6333,60.03,91,39,1.99,PT,1706826945
515,ain sefra,32.75,-0.5833,45.0,45,1,3.74,DZ,1706826945
516,selfoss,63.9331,-20.9971,36.05,99,100,8.21,IS,1706826945
517,mezhdurechenskiy,59.6,65.9333,0.88,99,71,5.37,RU,1706826945
518,whangarei,-35.7317,174.3239,78.91,41,70,6.76,NZ,1706826946
519,lodja,-3.4833,23.4333,70.05,99,100,2.44,CD,1706826946
520,caleta de carquin,-11.0925,-77.6267,75.38,83,98,8.57,PE,1706826946
521,yamada,39.4667,141.95,28.53,46,23,3.04,JP,1706826946
522,lauro de freitas,-12.8944,-38.3272,82.42,78,40,9.22,BR,1706826946
523,sadao,6.6388,100.4234,74.55,98,96,3.31,TH,1706826947
524,san juan del sur,11.2529,-85.8705,82.62,65,0,6.91,NI,1706826947
525,elliot lake,46.3834,-82.6331,22.48,83,72,10.76,CA,1706826947
526,iskateley,67.6803,53.1512,27.01,93,100,17.0,RU,1706826947
527,suva,-18.1416,178.4415,85.48,70,75,5.75,FJ,1706826947
528,bentiu,9.2333,29.8333,74.68,16,6,8.93,SS,1706826948
529,eyl,7.9803,49.8164,74.12,80,97,7.61,SO,1706826774
530,loikaw,19.6742,97.2094,52.11,37,0,3.31,MM,1706826948
531,falesti,47.5736,27.7092,36.01,97,68,11.41,MD,1706826948
532,annaba,36.9,7.7667,53.56,82,40,9.22,DZ,1706826948
533,vila do maio,15.1333,-23.2167,74.19,68,89,13.98,CV,1706826948
534,santiago de cao,-7.9589,-79.2392,78.93,78,75,5.75,PE,1706826949
535,rawson,-43.3002,-65.1023,79.12,43,79,16.4,AR,1706826949
536,nadi,-17.8,177.4167,86.0,66,75,3.44,FJ,1706826721
537,kyaikkami,16.08,97.5675,75.88,77,0,4.16,MM,1706826949
538,salinopolis,-0.6136,-47.3561,79.16,89,74,10.07,BR,1706826949
539,barddhaman,23.25,87.85,65.82,83,23,2.08,IN,1706826950
540,ballito,-29.539,31.2144,71.74,88,0,6.91,ZA,1706826950
541,ust'-ilimsk,58.0006,102.6619,-20.56,99,53,3.0,RU,1706826950
542,muana,-1.5283,-49.2167,76.62,95,84,5.5,BR,1706826950
543,kill devil hills,36.0307,-75.676,44.98,73,0,3.44,US,1706826950
544,zima,53.9202,102.0442,-16.64,100,86,2.93,RU,1706826950
545,tangalle,6.024,80.7911,75.47,92,39,5.3,LK,1706826951
546,port douglas,-16.4833,145.4667,83.82,76,96,1.25,AU,1706826951
547,bang khla,13.7214,101.2081,80.98,81,3,3.62,TH,1706826951
548,fort st. john,56.2499,-120.8529,37.29,75,75,2.3,CA,1706826951
549,gadzhiyevo,69.2551,33.3362,30.87,89,98,35.23,RU,1706826951
550,hadibu,12.65,54.0333,75.16,78,61,3.13,YE,1706826951
551,margate,51.3813,1.3862,41.7,77,100,7.0,GB,1706826952
552,chegdomyn,51.1167,133.0167,-32.57,100,78,2.04,RU,1706826952
553,kiuruvesi,63.65,26.6167,24.51,88,97,18.68,FI,1706826952
554,springs,-26.25,28.4,64.35,86,78,7.02,ZA,1706826952
555,ulsteinvik,62.3432,5.8487,39.33,75,98,8.99,NO,1706826952
556,tilcara,-23.5776,-65.3509,51.4,88,91,3.09,AR,1706826953
557,balabac,7.9868,117.0645,79.83,79,97,11.39,PH,1706826953
558,plettenberg bay,-34.0527,23.3716,70.16,89,99,2.1,ZA,1706826953
559,nikolayevsk-on-amure,53.1406,140.73,-4.67,95,100,5.59,RU,1706826953
560,ak-suu,42.4995,78.527,15.51,64,100,9.08,KG,1706826953
561,inhambane,-23.865,35.3833,76.21,87,39,11.86,MZ,1706826954
562,arvayheer,46.2639,102.775,-0.76,79,17,5.99,MN,1706826954
563,arraial do cabo,-22.9661,-42.0278,78.66,89,75,3.44,BR,1706826954
564,yakeshi,49.2833,120.7333,-37.95,99,42,2.3,CN,1706826954
565,auki,-8.7676,160.7034,82.92,83,89,8.95,SB,1706826954
566,nar'yan-mar,67.6713,53.087,27.1,93,100,17.0,RU,1706826793
567,ovar,40.8586,-8.6251,59.02,69,14,4.43,PT,1706826955
568,yoichi,43.2039,140.7703,22.96,83,100,20.92,JP,1706826955
569,dhanwar,24.4167,85.9833,57.72,65,3,5.3,IN,1706826955
570,juan griego,11.0817,-63.9655,87.93,62,85,12.66,VE,1706826955
571,poxoreo,-15.8372,-54.3892,75.22,85,74,1.7,BR,1706826955
572,svetlyy,54.675,20.1347,40.03,83,14,17.05,RU,1706826956
573,tierra colorada,17.1667,-99.5833,82.96,55,88,5.08,MX,1706826956
574,mahenge,-8.6833,36.7167,64.13,98,100,2.28,TZ,1706826956
575,wenchang,30.904,118.4887,34.47,95,99,9.8,CN,1706826956
576,sanctuary point,-35.1114,150.629,74.19,80,87,3.94,AU,1706826956
577,dawson creek,55.7666,-120.2362,37.04,75,0,0.0,CA,1706826956
578,taro,-8.3862,115.28,73.4,88,92,0.56,ID,1706826957
579,daru,-9.0763,143.2092,80.65,85,99,12.19,PG,1706826957
580,ugoofaaru,5.6667,73.0,82.11,76,94,11.59,MV,1706826957
581,camana,-16.6228,-72.7111,74.07,79,83,4.36,PE,1706826957
582,san jose del cabo,23.0589,-109.6977,86.77,57,0,17.27,MX,1706826777
583,yanam,16.7333,82.2167,69.22,91,80,2.93,IN,1706826958
584,puerto madero,14.7208,-92.4215,88.0,58,20,11.5,MX,1706826782
585,galliano,29.4422,-90.2992,66.0,67,100,4.25,US,1706826958
586,tipasa,36.5897,2.4475,52.72,86,42,4.05,DZ,1706826958
587,villa gesell,-37.2639,-56.973,81.05,60,37,12.3,AR,1706826958
588,aqadyr,48.2553,72.8483,5.76,88,94,16.26,KZ,1706826958
589,cabedelo,-6.9811,-34.8339,81.27,72,17,11.14,BR,1706826946
590,ingersoll,43.0334,-80.883,37.29,96,96,8.28,CA,1706826959
591,trondheim,63.4305,10.3951,37.49,88,99,3.0,NO,1706826959
